ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL379845,METHYL NICOTINATE,FEMA NO. 3709|METHYL NICOTINATE|METHYLNICOTINATE|NSC-13126|VITATHONE,Small molecule,4,137.14,12,28,0.87,39.19,3,0,0,1,Y,0.54,None,3.24,0.76,0.76,1,MOL,0,10,3,0,0,137.0477,-0.85,NEUTRAL,C7H7NO2,COC(=O)c1cccnc1,YNBADRVTZLEFNH-UHFFFAOYSA-N
CHEMBL1200852,PENICILLIN V POTASSIUM,ANTIBIOCIN|Beepen VK|Beepen-vk|Betapen-vk|LEDERCILLIN VK|NSC-757258|PENAPAR-VK|PENICILLIN POTASSIUM PHENOXYMETHYL|PENICILLIN V POTASSIUM|PENICILLIN V POTASSIUM SALT|PENICILLIN VK|PENICILLIN-VK|PHENOXYMETHYLPENICILLIN POTASSIUM|PHENOXYMETHYLPENICILLINUM KALICUM|POTASSIUM PENICILLIN V|PRIMCILLIN|Pen-vee K|Penicillin VK|Pfizerpen Vk|Phenoxymethylpenicillin K|UTICILLIN VK|V-Cillin-K|V-cillin K|VAMOSYN|VEETIDS '125'|VEETIDS '250'|VEETIDS '500'|Veetids,Small molecule,4,388.49,10,16,0.7,95.94,5,2,0,5,N,0.76,3.39,None,0.76,-2.64,1,MOL,0,24,7,2,0,350.0936,0.07,ACID,C16H17KN2O5S,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],HCTVWSOKIJULET-LQDWTQKMSA-M
CHEMBL1256842,NOMIFENSINE MALEATE,HOE 984|HOE-984|HOSTALIVAL|Merital|NOMIFENSINE HYDROGEN MALEATE|NOMIFENSINE MALEATE|NSC-289114|PSICRONIZER,Small molecule,4,354.41,25,55,2.85,29.26,2,1,0,1,Y,0.77,None,8.8,2.62,1.21,2,MOL,0,18,2,2,0,238.147,0.22,BASE,C20H22N2O4,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O,GEOCVSMCLVIOEV-BTJKTKAUSA-N
CHEMBL515914,AZARIBINE,AZARIBINE|CB 304|CB-304|NSC-67239|Triazure,Small molecule,4,371.3,124,513,-1.74,155.88,11,1,1,5,N,0.47,6.78,None,-1.07,-1.76,1,MOL,0,26,12,1,1,371.0965,0.7,NEUTRAL,C14H17N3O9,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,QQOBRRFOVWGIMD-OJAKKHQRSA-N
CHEMBL1200460,FERRIC AMMONIUM CITRATE,AMMONIUM FERRIC CITRATE|E 381|E-381|FERRIC AMMONIUM CITRATE|FERRIC AMMONIUM CITRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1201450,ALBUMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1451116,IODOFORM,IODOFORM|IODOFORMUM|NSC-26251,Small molecule,4,393.73,18,20,2.58,0,0,0,0,0,N,0.44,None,None,4.65,4.65,0,MOL,0,4,0,0,0,393.7212,-0.04,None,CHI3,IC(I)I,OKJPEAGHQZHRQV-UHFFFAOYSA-N
CHEMBL2110555,TECHNETIUM MEBROFENIN,,Small molecule,4,485.23,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,482.9541,None,None,C15H19BrN2O5Tc,,
CHEMBL3989571,SPECTINOMYCIN HYDROCHLORIDE,Actinospectacin|Espectinomicina|M-141|NSC-248616|NSC-757319|SPECTINOMYCIN DIHYDROCHLORIDE|SPECTINOMYCIN HCL|SPECTINOMYCIN HCL PENTAHYDRATE|SPECTINOMYCIN HYDROCHLORIDE|SPECTINOMYCINI HYDROCHLORIDUM|Spectam|Stanilo|Trobicin|U-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1037,GUANADREL,GUANADREL|Guanadrel|Hylorel,Small molecule,4,213.28,4,21,0.55,80.36,3,3,0,2,N,0.46,None,12.02,0.68,-1.74,0,MOL,0,15,5,4,0,213.1477,0.39,BASE,C10H19N3O2,N=C(N)NCC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-N
CHEMBL1200770,IOCETAMIC ACID,Cholebrine|IOCETAMIC ACID|MP-620,Small molecule,4,613.96,6,11,3.16,83.63,3,2,1,4,N,0.4,2.74,1.58,2.99,-0.21,1,MOL,0,20,5,3,1,613.806,-0.31,ACID,C12H13I3N2O3,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,GSVQIUGOUKJHRC-UHFFFAOYSA-N
CHEMBL1200347,ISOPROPAMIDE IODIDE,DIPRAMID|DIPRAMIDE|Darbid|ISAMID|ISOPROPAMIDE (AS IODIDE)|ISOPROPAMIDE IODIDE|ISOPROPONUM IODIDE|MARYGIN-M|NSC-15521|PIACCAMIDE|PRIAMIDE|PRIAZIMIDE|SANULCIN|SKF-4740|TYRIMIDE,Small molecule,4,480.43,14,18,4.11,43.09,1,1,0,8,N,0.71,None,None,0.14,0.14,2,MOL,0,26,3,2,0,353.2587,0.14,NEUTRAL,C23H33IN2O,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],BFSMWENDZZIWPW-UHFFFAOYSA-N
CHEMBL2109287,TECHNETIUM TC 99M NOFETUMOMAB MERPENTAN,NOFETUMOMAB|NOFETUMOMAB MERPENTAN 99TC|Nofetumomab merpentan 99Tc|TECHNETIUM (99MTC) NOFETUMOMAB MERPENTAN|TECHNETIUM TC 99M NOFETUMOMAB MERPENTAN|Verluma,Antibody,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL461522,DIPYRONE,DIPYRONE|Diprofarn|Novaldin,Small molecule,4,311.36,5,11,0.77,84.54,6,1,0,4,N,0.84,-1.42,None,-0.82,-2.25,2,MOL,0,21,7,1,0,311.094,-0.65,ACID,C13H17N3O4S,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,LVWZTYCIRDMTEY-UHFFFAOYSA-N
CHEMBL3188576,DIHYDROSTREPTOMYCIN SULFATE,DIHYDROSTREPTOMYCIN SESQUISULFATE|DIHYDROSTREPTOMYCIN SULFATE|DIHYDROSTREPTOMYCIN SULPHATE|NSC-756739,Small molecule,4,1461.43,3,3,-7.95,334.59,15,15,3,9,N,0.09,11.91,11.2,-7.35,-12.52,0,MOL,0,40,19,17,3,583.2813,1.67,BASE,C42H88N14O36S3,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,CZWJCQXZZJHHRH-YCRXJPFRSA-N
CHEMBL4301175,FERRIC AMMONIUM CITRATE,,Small molecule,4,261.98,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,261.965,None,None,C6H8FeNO7,,
CHEMBL83063,RITODRINE,DU-21220|RITODRINE,Small molecule,4,287.36,10,58,2.35,72.72,4,4,0,6,N,0.66,9.15,9.81,1.82,0.51,2,MOL,0,21,4,4,0,287.1521,0.23,BASE,C17H21NO3,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,IOVGROKTTNBUGK-UHFFFAOYSA-N
CHEMBL1201327,ACETRIZOIC ACID,ACETRIZOATE|ACETRIZOIC ACID|Acetrizoic Acid|NSC-758681|UROKONIC ACID,Small molecule,4,556.86,7,15,3.16,66.4,2,2,1,2,N,0.55,2.33,None,3.66,0.14,1,MOL,0,16,4,2,1,556.7482,-0.18,ACID,C9H6I3NO3,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,GNOGSFBXBWBTIG-UHFFFAOYSA-N
CHEMBL1584,PIPERACETAZINE,NSC-760067|PC-1421|PIPERACETAZINE|Quide,Small molecule,4,410.58,23,69,4.98,43.78,5,1,0,7,N,0.65,None,8.21,3.63,2.76,2,MOL,0,29,4,1,0,410.2028,-0.85,NEUTRAL,C24H30N2O2S,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,BTFMCMVEUCGQDX-UHFFFAOYSA-N
CHEMBL680,CEFACLOR,CEFACLOR|COMPOUND 99638|Ceclor|Cefaclor hydrate|Raniclor,Small molecule,4,367.81,88,540,0.62,112.73,5,3,0,4,N,0.67,2.83,7.23,-2.31,-2.66,1,MOL,0,24,7,4,0,367.0394,0.09,ACID,C15H14ClN3O4S,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,QYIYFLOTGYLRGG-GPCCPHFNSA-N
CHEMBL3989545,POTASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2110926,ETAFEDRINE,(-)-ETAFEDRINE|ETAFEDRINE|ETAFEDRINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL46917,CARBARIL,CARBARIL|CARBARYL|CARYLDERM|CLINICIDE|Carbaril|DERBAC|DERBAC-C|ENT-23969|NSC-27311|SULEO-C,Small molecule,4,201.22,47,130,2.56,38.33,2,1,0,1,Y,0.77,None,None,2.46,2.46,2,MOL,0,15,3,1,0,201.079,-0.32,NEUTRAL,C12H11NO2,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N
CHEMBL1477274,MEPTAZINOL HYDROCHLORIDE,IL 22811 HCL|IL-22811 HCL|MEPTAZINOL HCL|MEPTAZINOL HYDROCHLORIDE|MEPTID|WY 22811 HCL|WY-22811|WY-22811 HCL,Small molecule,4,269.82,5,11,3.16,23.47,2,1,0,2,N,0.85,10.23,9.16,3.07,1.55,1,MOL,0,17,2,1,0,233.178,0.45,BASE,C15H24ClNO,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,MPJUSISYVXABBH-UHFFFAOYSA-N
CHEMBL463,AMINOHIPPURIC ACID,AMINOHIPPURIC ACID|AMINOHIPPURIC ACID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3989858,MAGNESIUM ACETATE TETRAHYDRATE,MAGNESIUM ACETATE TETRAHYDRATE,Small molecule,4,214.45,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,142.0117,None,None,C4H14MgO8,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],XKPKPGCRSHFTKM-UHFFFAOYSA-L
CHEMBL1738990,LEVOPROPOXYPHENE,(-)-PROPOXYPHENE|L-PROPOXYPHENE|LEVOPROPOXYPHENE|PROPOXYPHENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1201328,CARPHENAZINE,CARFENAZINE|CARPHENAZINE,Small molecule,4,425.6,12,19,3.88,47.02,6,1,0,8,N,0.65,None,7.67,3.35,2.89,2,MOL,0,30,5,1,0,425.2137,-1.02,NEUTRAL,C24H31N3O2S,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,XZSMZRXAEFNJCU-UHFFFAOYSA-N
CHEMBL1208642,THIOSULFURIC ACID,THIOSULFATE|Thiosulfate,Small molecule,4,114.15,,,-0.32,57.53,2,2,0,0,Y,0.45,2.7,None,0.05,-2.38,0,MOL,0,5,3,2,0,113.9445,-0.15,ACID,H2O3S2,O=S(O)(O)=S,DHCDFWKWKRSZHF-UHFFFAOYSA-N
CHEMBL21869,DIBROMSALAN,DIBROMSALAN|Dibromsalan|NSC-20527,Small molecule,4,371.03,5,17,4.17,49.33,2,2,0,2,N,0.83,7.49,None,4.3,4.04,2,MOL,0,18,3,2,0,368.9,-1.15,NEUTRAL,C13H9Br2NO2,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,CTFFKFYWSOSIAA-UHFFFAOYSA-N
CHEMBL1570,SULFOXONE,ALDESULFONE|ALDESULPHONE|Sulfoxone,Small molecule,4,404.49,2,2,1.7,132.8,6,4,0,8,N,0.49,1.7,None,1.27,-3.26,2,MOL,0,25,8,4,0,404.017,-0.74,ACID,C14H16N2O6S3,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,NEDPPCHNEOMTJV-UHFFFAOYSA-N
CHEMBL1201355,CERULETIDE,CAERULEIN|CERULEIN|CERULETIDE,Protein,4,1352.43,,,None,None,None,None,None,None,None,None,None,None,None,None,None,BOTH,0,None,None,None,None,1351.4485,None,None,C58H73N13O21S2,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,YRALAIOMGQZKOW-HYAOXDFASA-N
CHEMBL1201052,MESORIDAZINE BESYLATE,MESORIDAZINE BENZENESULFONATE|MESORIDAZINE BESILATE|MESORIDAZINE BESYLATE|NSC-760073|Serentil,Small molecule,4,544.76,18,25,4.9,29.54,4,0,0,4,N,0.7,None,8.19,3.57,2.72,2,MOL,0,26,3,0,0,386.1487,-0.6,NEUTRAL,C27H32N2O4S3,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,CRJHBCPQHRVYBS-UHFFFAOYSA-N
CHEMBL5095048,AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,Small molecule,4,636.81,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,405.3144,None,None,C31H48N4O8S,CC(N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.NC(CC(=O)O)C(=O)O.O=S(=O)(O)O,YIAYMVFAILDILU-VSODYHHCSA-N
CHEMBL2364617,MACIMORELIN ACETATE,ARD 07|D-87575|EP 1572|MACIMORELIN ACETATE|Macrilen,Small molecule,4,534.62,,,1.84,144.9,4,6,1,10,N,0.15,12.4,8.34,1.67,0.69,4,MOL,0,35,9,7,1,474.2379,-0.04,NEUTRAL,C28H34N6O5,CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,WVDSKQXKCDZXLH-OHIDFYLOSA-N
CHEMBL1200595,CHLORPHENTERMINE HYDROCHLORIDE,CHLORPHENTERMINE HCL|CHLORPHENTERMINE HYDROCHLORIDE|NSC-76098|Pre-Sate|S-62|W 2426|W-2426,Small molecule,4,220.14,2,8,2.62,26.02,1,1,0,2,Y,0.75,None,10.24,2.69,0.07,1,MOL,0,12,1,2,0,183.0815,-0.34,BASE,C10H15Cl2N,CC(C)(N)Cc1ccc(Cl)cc1.Cl,WEJDYJKJPUPMLH-UHFFFAOYSA-N
CHEMBL1243,SULFABENZAMIDE,NSC-74587|SULFABENZAMIDE|SULFABENZAMIDE (TRIPLE SULFA)|Sulfabenzamide|TRIPLE SULFA (SULFABENZAMIDE),Small molecule,4,276.32,121,301,1.39,89.26,4,2,0,3,N,0.83,4.32,2.09,1.59,0.65,2,MOL,0,19,5,3,0,276.0569,-1,ACID,C13H12N2O3S,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,PBCZLFBEBARBBI-UHFFFAOYSA-N
CHEMBL2107389,GESTONORONE CAPROATE,DEPOSTAT|GESTONORONE CAPROATE|GESTONORONE HEXANOATE|GESTRONOL|GESTRONOL HEXANOATE|NSC-84054|SH 582|SH-582,Small molecule,4,414.59,,,5.58,60.44,4,0,1,6,N,0.42,None,None,5.58,5.58,0,MOL,0,30,4,0,1,414.277,1.8,NEUTRAL,C26H38O4,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,XURCMZMFZXXQDJ-UKNJCJGYSA-N
CHEMBL1201640,INSULIN ZINC SUSP EXTENDED BEEF,INSULIN ZINC SUSP EXTENDED BEEF|Insulin zinc susp extended beef|ULTRALENTE INSULIN,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1201489,SERACTIDE ACETATE,Acthar Gel-Synthetic|SERACTIDE ACETATE|SERACTIDE ACETATE HYDRATE|Seractide acetate,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1200743,IOXAGLATE SODIUM,IOXAGLATE SODIUM|SODIUM IOXAGLATE,Small molecule,4,1290.87,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1268.5659,None,None,C24H20I6N5NaO8,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],MBVDCEVFLAONHO-UHFFFAOYSA-M
CHEMBL3833350,MAGALDRATE,AY-5710|DYNESE|MAGALDRATE|MAGNESIUM ALUMINATE HYDRATE|MONALIUM HYDRATE|Riopan,Small molecule,4,1115.32,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,1093.7465,None,None,H33Al5Mg10O40S2,O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],SPPNVMTVMQOKSC-UHFFFAOYSA-A
CHEMBL2111018,TECHNETIUM EXAMETAZIME,,Small molecule,4,383.37,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,382.099,None,None,C13H25N4O3Tc,,
CHEMBL24944,TRIBROMSALAN,ET-394|NSC-20526|TEMASEPT IV|TRIBROMSALAN|Tribromsalan|Tuasol 100|WR-34912,Small molecule,4,449.92,140,953,4.93,49.33,2,2,0,2,N,0.68,6.16,None,5.07,3.86,2,MOL,0,19,3,2,0,446.8105,-1.04,ACID,C13H8Br3NO2,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,KVSKGMLNBAPGKH-UHFFFAOYSA-N
CHEMBL2108750,PEANUT OIL,ARACHIS OIL|ARACHIS OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3991443,FERROUS GLUCONATE,,Small molecule,4,446.14,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,446.0359,None,None,C12H22FeO14,,
CHEMBL1201170,LITHIUM CITRATE,LITHIUM CITRATE,Small molecule,4,209.92,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,210.0515,None,None,C6H5Li3O7,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],WJSIUCDMWSDDCE-UHFFFAOYSA-K
CHEMBL1360,ATRACURIUM,ATRACURIUM|ATRACURIUM CATION|ATRACURIUM ION|Atracurium|Tracrium,Small molecule,4,929.16,11,54,8.07,126.44,12,0,3,24,N,0.04,None,None,-0.96,-0.96,4,MOL,0,67,14,0,3,928.5074,0.36,NEUTRAL,C53H72N2O12+2,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N
CHEMBL1201352,RAPACURONIUM,RAPACURONIUM CATION|RAPACURONIUM ION|Rapacuronium,Small molecule,4,597.91,,,6.91,55.84,5,0,2,7,N,0.18,None,9.65,2.32,0.1,0,MOL,0,43,6,0,2,597.4626,1.48,BASE,C37H61N2O4+,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,HTIKWNNIPGXLGM-YLINKJIISA-N
CHEMBL2106556,CYCLOBARBITAL CALCIUM,CYCLOBARBITAL CALCIUM|CYCLOBARBITAL CALCIUM SALT|PHANODORM|Phanodorn Calcium,Small molecule,4,510.6,,,1.25,75.27,3,2,0,2,N,0.56,7.14,None,1.47,1.03,0,MOL,0,17,5,2,0,236.1161,0.47,NEUTRAL,C24H30CaN4O6,CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2],LQOCSNZFBLPUID-UHFFFAOYSA-L
CHEMBL1201453,ALBUMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200712,EVANS BLUE,AZOVAN BLUE|AZOVAN SODIUM|DIRECT BLUE 53 TETRASODIUM SALT|DYE EVANS BLUE|EVAN'S BLUE|EVANS BLUE|Evans blue|NSC-8680,Small molecule,4,960.82,20,65,6.67,359.42,16,8,4,9,N,0.04,-3.48,0.83,-2.69,-3.61,6,MOL,0,58,20,10,4,872.0546,-0.18,ACID,C34H24N6Na4O14S4,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],ATNOAWAQFYGAOY-GPTZEZBUSA-J
CHEMBL1200947,METIPRANOLOL HYDROCHLORIDE,BETAMANN|METIPRANOLOL|METIPRANOLOL HCL|METIPRANOLOL HYDROCHLORIDE|OPTIPRANOLOL,Small molecule,4,345.87,,,2.27,67.79,5,2,0,7,N,0.6,None,9.67,2.74,0.52,1,MOL,0,22,5,2,0,309.194,0.01,BASE,C17H28ClNO4,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,BLWNYSZZZWQCKO-UHFFFAOYSA-N
CHEMBL1201094,COBALTOUS CHLORIDE CO 60,60CO|COBALT CHLORIDE ((SUP 60)COCL2)|COBALT CHLORIDE (60COCL2)|COBALT CHLORIDE CO 60|COBALT CHLORIDE CO-60|COBALT CHLORIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1200829,GLUCONOLACTONE,.DELTA.-D-GLUCONOLACTONE|D-GLUCONIC ACID .DELTA.-LACTONE|D-GLUCONIC ACID DELTA-LACTONE|D-GLUCONO-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1724,MEPENZOLATE BROMIDE,AN-6437|Cantil|FT-0671006|GLYCOPHENYLATE|HY-17585|MEPENZOLATE BROMIDE|MEPENZOLATE METHYLBROMIDE|MEPENZOLONE BROMIDE|Mepenzolate|Mepenzolate Bromide|NSC-4358,Small molecule,4,420.35,22,68,2.7,46.53,3,1,0,4,N,0.69,11.05,None,-0.97,-0.97,2,MOL,0,25,4,1,0,340.1907,0.3,NEUTRAL,C21H26BrNO3,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],JRRNZNSGDSFFIR-UHFFFAOYSA-M
CHEMBL1185568,DITHIAZANINE,DITHIAZANINE|DITHIAZANINE CATION|DITHIAZANINE ION,Small molecule,4,391.59,27,42,6.25,7.12,3,0,1,5,N,0.37,None,None,2.52,2.52,3,MOL,0,27,2,0,1,391.1297,-0.83,NEUTRAL,C23H23N2S2+,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,FYXWDSGGZAMYFZ-UHFFFAOYSA-N
CHEMBL1201071,TETRACYCLINE PHOSPHATE COMPLEX,TETRACYCLINE HEXAMETAPHOSPHATE|TETRACYCLINE METAPHOSPHATE|TETRACYCLINE PHOSPHATE COMPLEX|Tetrex,Small molecule,4,542.43,,,-0.21,181.62,9,6,1,2,N,0.34,2.91,8.81,-3.47,-3.7,1,MOL,0,32,10,7,1,444.1533,1.7,ZWITTERION,C22H27N2O12P,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(O)(O)O,WXDJNRXQVCECPF-FMZCEJRJSA-N
CHEMBL1318287,PENTOLINIUM TARTRATE,Ansolysen|NSC-759890|PENTOLINIUM TARTRATE|PENTOLONIUM TARTRATE|PENTOLONUM BITARTRATE|Pentolinium tartrate,Small molecule,4,538.59,15,21,2.64,0,0,0,0,6,N,0.49,None,None,-6.28,-6.28,0,MOL,0,17,2,0,0,240.2555,0.21,None,C23H42N2O12,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@H](O)[C@@H](O)C(=O)O,HSMKTIKKPMTUQH-WBPXWQEISA-L
CHEMBL1200624,ETHYNODIOL DIACETATE,ETHYNODIOL DIACETATE|ETYNODIOL|ETYNODIOL ACETATE|ETYNODIOL DIACETATE|FEMULEN|NSC-759288|SC 11800|SC-11800,Small molecule,4,384.52,116,292,4.43,52.6,4,0,0,2,N,0.4,None,None,3.69,3.69,0,MOL,0,28,4,0,0,384.2301,2.06,NEUTRAL,C24H32O4,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,ONKUMRGIYFNPJW-KIEAKMPYSA-N
CHEMBL1201248,CISATRACURIUM,CISATRACURIUM|CISATRACURIUM CATION|CISATRACURIUM ION|Cisatracurium|NIMBEX,Small molecule,4,929.16,5,23,8.07,126.44,12,0,3,24,N,0.04,None,None,-0.96,-0.96,4,MOL,0,67,14,0,3,928.5074,0.36,NEUTRAL,C53H72N2O12+2,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-LJCJQEJUSA-N
